filename,text
404, ১ ফেব্রুয়ারি জামিন পান এরশাদ
405, এ ছাড়া এরশাদ কোনো সহিংস ঘটনার সঙ্গে জড়িত নন
406, এর পরও পুলিশ এরশাদকে বিভিন্ন মামলায় আসামি করছে
407, তবে জিজ্ঞাসাবাদের পর তাঁকে ছেড়ে দেওয়া হবে
408, এসব তথ্য পরে বিশ্ব গণমাধ্যমে প্রকাশিত হয়
409, এরপর থেকে তিনি সেখানেই ছিলেন
410, বর্তমানে তিনি লন্ডনের বেলমার্শ কারাগারে রয়েছেন
411, বিজ্ঞপ্তি
412, পুলিশও আত্মরক্ষার্থে গুলি ছোড়ে
413, তবে তাঁর সহযোগীরা পালিয়ে যেতে সক্ষম হন
414, তিনি জয়পুরহাট আন্তজেলা ডাকাত দলের সর্দার
415,কিক ছবিতে এই দুজনকে রুপালি পর্দায় একসঙ্গে দেখা যায়
416, এই জুটির রসায়ন নজর কাড়ে দর্শকদের
417, তবে এরপর আর দুজন দাঁড়াননি এক ক্যামেরার সামনে
418, সে অসাধারণ মেধাবী নাচিয়ে
419, খুব ভালো কাজ করবে
420, এই চরিত্রে অভিনয়ের জন্য শিল্পী খোঁজা হচ্ছে
421, আর এর জন্য সালমানকে নাচ শেখাবেন জ্যাকুলিন
422, ছবির নাম এখনো ঠিক হয়নি
423, সূত্র: ইন্ডিয়ান এক্সপ্রেস
424, ভুল হলে অনিচ্ছাকৃতভাবে হয়েছে
425, প্রতিবেদন পাওয়ার পর ব্যবস্থা নেওয়া হবে
426, ওই সময় উজ্জ্বলকে যৌতুক দেওয়া হয়
427, এতে অপারগতা প্রকাশ করলে ক্ষিপ্ত হয়ে ওঠেন উজ্জ্বল
428, এ সময় গুরুতর জখম চাম্পা সংজ্ঞা হারিয়ে ফেলেন
429, তাঁর শরীরে ১২৪টি জখম রয়েছে
430, তবে বর্তমানে সে শঙ্কামুক্ত
431, তার পক্ষ থেকে অভিযোগ আসলেই আমি আইনগত ব্যবস্থা নেব
432,নিহতের নাম সেলিনা আক্তার (৩২)
433, তাঁর দুই মেয়ে ও এক ছেলে রয়েছে
434," খাবারের তালিকায় ছিল গরুর মাংস, রুই মাছ, ডাল ও দই"
435, এসব খাবার বাইরে থেকে মাদ্রাসায় সরবরাহ করা হয়
436, মাদ্রাসা কর্তৃপক্ষ খাবারদাবারের আয়োজন করেছে
437, আহত কমপক্ষে ১৫ জন
438, সাইফুল ইসলাম চালকের সহকারী ছিলেন
439, এতে এ দুর্ঘটনা ঘটে
440, বিজ্ঞপ্তি
441, পিচ ঢালাই উঠে এবড়োখেবড়ো অবস্থা সড়কের
442, পরে ২০১১ সালে এর সংস্কার করা হয়
443,ইসলামপুর এলাকায় সড়কের মধ্যে বড় বড় গর্ত হয়েছে
444, গাড়ি পেতে এলাকার মানুষের খুব কষ্ট হয়
445,মাঠেরহাট এলাকায়ও দেখা গেল সড়কের বেহাল দশা
446, এটি সংস্কার করারও কোনো উদ্যোগ দেখা যাচ্ছে না
447, শিগগির কাজ শুরু করা যাবে
448,বাঙালি জাতির জীবনে আজ এক গৌরবদীপ্ত দিন
449, মহান স্বাধীনতা ও জাতীয় দিবস
450, বাঙালি লাভ করে চিরকাঙ্ক্ষিত স্বাধীনতা
451, পৃথিবীর মানচিত্রে অভ্যুদয় ঘটে স্বাধীন বাংলাদেশের
452, আজ সরকারি ছুটি
453, আমাদের ওপর জনগণের এ আস্থার পূর্ণ মর্যাদা আমরা দেব
454, তিনি হেফাজতে ইসলামের মহাসচিব
455, সর্বশেষ ২০১২ সালে শুরার বৈঠক অনুষ্ঠিত হয়
456, এ অর্থায়ন সুনির্দিষ্ট প্রকল্পে ব্যয় হয়
457, এখন সরকার বাজেটের জন্য সহায়তা চাইছে
458, সে বিষয়ে বিশ্বব্যাংক সহায়তা করবে
459, এর খসড়া তৈরির কাজ চলছে এখন
460, অর্থাৎ কবে তারা টাকাটা দেবে
461, সংস্থাটির সঙ্গে বড় বড় কর্মসূচি হবে
462, বিশ্বব্যাংক সব সময়ই বাংলাদেশের উন্নয়ন-সহযোগী
463, আর চরম দারিদ্র্যের হার ১২ শতাংশের একটু বেশি
464, যেমন মফস্বলে হত্যাকাণ্ড কমছে
465, তবে ঢাকায় বাড়ছে
466,চাল ও আটা কিনতে পারবেন মাত্র ২০০ জন
467, কিন্তু সারিতে দাঁড়িয়ে আছেন হাজারো মানুষ
468," কেউ এসেছেন ভোররাতে, কেউ সকাল ছয়টায়"
469, কিন্তু মন্ত্রণালয় প্রশাসনকে এখনো কিছু জানায়নি
470, জেলায় বিক্রয়কেন্দ্র খোলা হয়েছে ৪২টি
471, মানুষের ঘরে তো এক বেলা খাবারের ব্যবস্থা নেই
472, আজ তিনি আশাবাদী
473," কারণ, ভোর ছয়টায় এসে দাঁড়িয়েছেন"
474, তবে গোদারগাঁও গ্রামের ইছাক আলী হতাশ
475," তবুও আছি, দেখি পাই কি না"
476, আশপাশের মানুষই চাল-আটা কিনছে বেশি
477, পরে নতুন করে আরও দুজন ডিলার সেখানে নিয়োগ করা হয়
478, আমরা ২০০ জনের বেশি লোকের কাছে বিক্রি করতে পারি না
479, অন্যদের খালি হাতে ফিরতে হয়
480, এখনো সিদ্ধান্ত আসেনি
481, কিন্তু এই কর্মসূচি এখনো চালু হয়নি
482, ক্রিকেট-বিশ্বে ক্রিকেট অস্ট্রেলিয়ার মুখও তিনিই
483, তবে চুপ থাকার নিরাপদ পথ বেছে নেয়নি ফিকা
484, খেলাটার বৈশ্বিক স্বার্থে এটি করা হয়নি
485, ক্রিকেটের বৈশ্বিক নেতৃত্বকে উন্নত করতে হবে
486,’ ওয়েবসাইট
487, সেনাবাহিনী সেখানে সড়ক যোগাযোগ তৈরি করছে
488, এ ছাড়া আগুন লাগার ঝুঁকি তো আছেই
489, কিন্তু ত্রাণশিবিরে গেলে আর ফিরতে পারবেন না
490,আবর্জনা গড়িয়ে পড়া নালার পাশেই আবদুর রহমানের ঝুপড়ি
491, এই পলিথিন স্থানীয় বাজার থেকে কেনা হয়েছে সস্তা দরে
492, এখন সব ঝুপড়ির ওপরেই এই সাদা ত্রিপল দেওয়া হচ্ছে
493, বৃষ্টি হলে তা ছাউনির ভেতর ঢুকে পড়ে
494, কোনো কোনো ছাউনি অবশ্য চারদিকেই ঢাকা
495, কিন্তু তারা পাচ্ছে মাত্র ১ হাজার ৬২০ কিউবিক মিটার
496, দিনের বেলার এর ভেতরে থাকা যায় না
497," কারণ, রোহিঙ্গারা তাঁবুতে অভ্যস্ত নয়"
498, রোহিঙ্গারা সেই তাঁবুতে থাকেনি
499," তাদের অভিযোগ, তাঁবু খুব গরম"
500, কালো রঙের পলিথিন যেন সূর্যকে ধরে রেখেছে
501, এটা কোনো মানুষের জীবন হতে পারে না
502," কত দিন সময় লাগবে, সেটা কি কেউ বলতে পারবে?"
503, সব আলো তাঁর দিকে
504, সারা বিশ্বের সংবাদমাধ্যমে মেসি আজ আলোড়ন
505, সামাজিক মাধ্যমের ট্রেন্ড
506, দেশকে একাই বিশ্বকাপে তোলা চাট্টিখানি কথা নয়
507,অথচ ম্যাচ শেষে মেসি একবারও নিজের কথা বললেন না
508," বুঝিয়ে দিলেন বারবার, দলটা ‌১১ জনের"
509, ভালোর ভাগ ১১ জনের
510, নিজের কথা সেভাবে বলেন না কখনোই
511," সে জন্য ঈশ্বরকে ধন্যবাদ, আমরা লক্ষ্য পূরণ করেছি"
512,’বিশ্বকাপে যেতে মুখিয়ে ছিলেন
513, এই দলটা বিশ্বকাপে খেলার যোগ্যতা রাখে
514, এতে উপকারই হয়েছে
515, কিন্তু শিরোপাটাই জেতা হয়নি
516, আমরা এবার বিশ্বকাপে খেলার সুযোগ পেতেও ভুগেছি
517, আশা করছি এবার তা (বিশ্বকাপ) জিততে পারব
518, আজকের দিনটা আমাদের জন্য গুরুত্বপূর্ণ
519,"’মেসি নিজে জানেন, এই ফুটবল দিয়ে লক্ষ্য পূরণ হবে না"
520, তবে আপাতত প্রথম ধাপটা পার করাতে চেয়েছিলেন
521, এখন দল গুছিয়ে নেওয়ার যথেষ্ট সময় তো মিলবে
522, আর তখন একটাই গণপরিষদ কার্যকর হতো
523, সেটি হলো পাকিস্তান গণপরিষদ
524, ১৯৭১ সালে বাংলাদেশে মুক্তিযুদ্ধ হয়েছিল
525, আমরা তাঁদের চিরদিন স্মরণ করব
526, আমরা সেই আদর্শকে অনুসরণ করব
527, এ জন্যই তাঁদের আমরা স্মরণ করব
528, তাঁদের কাছে আমরা ঋণী
529, দেশের কল্যাণের জন্য নিজেদের প্রস্তুত করতে হবে
530, দানশীলতার জন্য তাঁকে দানবীর বলা হয়
531, তারপর গুলি করে হত্যা করে
532, এভাবেই তিনি শহিদ হন
533,প্রশ্ন: দুজন শহিদ সাংবাদিকের নাম লেখো
534, এরপর বিদ্যালয়টি আর মেরামত করা হয়নি
535, তিনি বিষয়টি স্থানীয় নির্বাচন কর্মকর্তাকে জানান
536, বিষয়টি তদন্ত করে দেখা হবে
537, তিনি বিষয়টি তদন্ত করে প্রতিবেদন দেবেন
538,একটু যেন আফসোসই হচ্ছে তাঁর
539, খ্যাতির উপজাত হিসেবে নিয়ে আসে বিড়ম্বনাও
540, এ কারণে সে রকম পরিচিতি ছিল না লারসনের
541, এক রুম তাঁকে বিশ্বজোড়া খ্যাতি এনে দিয়েছে
542, একের পর এক পুরস্কার জিতছেন
543, যেটা আমার জন্য ছিল ডাঙায় মাছের ছটফটানির মতো
544," চেয়েছি অচেনা কেউ হয়ে থাকতে, যাকে চোখেই পড়ে না"
545,’ ইনডিপেনডেন্ট
546, ‘না’ করে দিয়েছিলেন সঙ্গী আহমেদ শেহজাদ
547, ইমরুল দৌড় শুরু করতেই দুর্ঘটনা
548, বলটাও হয়েছে ‘ডেড’
549, ৩৫ রানে ইমরুল আউট হয়েছেন দিলশানের বলেই
550, বিলওয়াল ভাট্টির বলে ফেরার আগে শেহজাদ করেছেন ৩৭
551, সাতের ওপর রান রেট নিয়ে উদ্বোধনী জুটিতে এসেছে ৫১
552, এ গতিতে এগোতে পারলে বড় স্কোরই হতো চিটাগংয়ের
553, ৪২ বলে লঙ্কান ব্যাটসম্যানের রান ৩৯
554, সড়কজুড়ে ছোট-বড় গর্ত রয়েছে
555, এতে যান চলাচল বাধাগ্রস্ত হচ্ছে
556, প্রকৌশল বিভাগ গতকাল রাত থেকেই এ কাজ শুরু করেছে
557, আবদুল মতিন মুঠোফোনে আমাকে ডেকে মারধর করেছেন
558, তিনি শুনে ঘটনাস্থলে গিয়ে তাঁকে উদ্ধার করেন
559, তাঁকে মারধর করার বিষয়টি তিনি জানেন না
560, এ বিষয়ে কেউ থানায় কোনো অভিযোগ করেননি
561, তাঁরা প্রত্যেকেই আলাদাভাবে জবাব দেন
562, আমার বক্তব্য সেইভাবেই উপস্থাপন করা হয়েছে
563, প্রত্যেকে আলাদাভাবে জবাব দিয়েছি
564, ১৯৩ জনই নেদারল্যান্ডসের নাগরিক
565," খবর এএফপি, বিবিসি, এপির"
566, নেতৃত্ব দিয়েছেন নেদারল্যান্ডসের তদন্তকারীরা
567, এরপর তারা রাশেদুলকে টেনেহিঁচড়ে নামায়
568, এ সময় তাঁকে হাতুড়ি দিয়ে পেটানো হয়
569, আর ইউসুফকে মারপিট করে সেখান থেকে তাড়িয়ে দেওয়া হয়
570, অন্য একজন আমার পায়ে ধারালো অস্ত্র দিয়ে আঘাত করে
571, ওই সময় বাড়িতে কয়েকজন আত্মীয় ছিলেন
572," খবর এএফপি, রয়টার্স ও বিবিসির"
573," বলেছেন, ‘ইউরোজোনের অন্যরা চায়, আমি পদে না থাকি"
574, তাতেই এই পদত্যাগ
575, এই অর্থ পেতে শর্ত জুড়ে দেয়
576, এর পরিমাণ ১৬৯ বিলিয়ন ইউরো
577, প্রস্তাবের পক্ষে সমর্থন দেন ৩৯ শতাংশ ভোটার
578, আহত হয়েছেন কমপক্ষে ২৭ যাত্রী
579, বাসটি নভসারি থেকে উকাই যাচ্ছিল
580, এ ঘটনার পর নদী থেকে ৩৭ জনের লাশ উদ্ধার করা হয়েছে
581, আহতদের নভসারির বিভিন্ন হাসপাতালে পাঠানো হচ্ছে
582, ২০১৭ সালের মার্চ মাসে এর মেয়াদ শেষ হবে
583,সম্মিলিত প্রয়াস বলাই ভালো
584, কিন্তু আলাদাভাবে নিতে হবে মারলন স্যামুয়েলসের নাম
585, সূত্র: রয়টার্স
586,"যেখানে-সেখানে পড়ে আছে ইট, লোহা ও কাঠের টুকরা"
587, এরই মধ্যে বেড়ে উঠছে চারা গাছ
588, বনকর্মীরা গাছের পরিচর্যা করে যাচ্ছেন
589, মাঝেমধ্যে বেশ কিছু চারা মারা গেছে
590, বনভূমি পালাক্রমে পাহারা দিচ্ছেন সাতজন বনকর্মী
591, ইট-লোহার কারণে গাছের বৃদ্ধিটা একটু কম হচ্ছে
592, কিছু কিছু মারাও যাচ্ছে
593, আমরা আবার নতুন করে চারা লাগিয়ে দিচ্ছি
594, ভাঙা ভবন দুটি এখনো আছে
595, গাছগুলো এখন বেড়ে উঠছে
596, উচ্ছেদ কাজ শেষ
597, সেটা কয়েক মাসের মধ্যে হয়ে যাবে
598, মামলাটি বর্তমানে তদন্তাধীন
599, এর ফলে ওই জায়গা দিয়ে তীব্র গতিতে গ্যাস বের হচ্ছে
600, আজ বিকেল সাড়ে পাঁচটার দিকে ঘটনাটি ঘটে
601, আগামীকাল সকালে (আজ সোমবার) মেরামত কাজ শুরু হবে
602,কাল জার্মানির নির্বাচন
603, তবু নির্বাচন
604, সুতরাং নির্বাচনের খাতিরে বাড়তি ছুটির বরাদ্দ নেই
605, এই ভোটাররা প্রত্যেকে দুটি করে ভোট দিতে পারবেন
606, একটি ভোট প্রার্থীকে অপরটি দলকে
607,হোসে মরিনহোর সেই কথাটাই সত্যি হতে চলেছে
608,নেইমারের বেলায় পারেনি সত্যি
609, আগ্রহ দেখান নটিংহাম ফরেস্টের কোচ বিলি ডেভিসও
610, বোঝাই যাচ্ছে বেল সুযোগটা নষ্ট করতে চায় না
611, কারণ সে রিয়াল মাদ্রিদের ফুটবলার নয়
612, দেখা যাক কী হয়
613, পাকা কথা হয়ে যেতে পারে ওখানেই
614,’এটা লাউড্রপের কথা
615, আমি ওকে কখনো পুরো ম্যাচ খেলতে দেখিনি
616,’ ওয়েবসাইট
617, পুলিশ জোর করে ওই টাকা নিয়ে যায়
618, খবর পেয়ে অতিরিক্ত পুলিশ ঘটনাস্থলে যায়
619, এমরান ইউনিয়ন যুব লীগের সাধারণ সম্পাদক
620, তবে কাউকে হয়রানি করেননি
621, টাকাপয়সাও লুট করেননি
622, তবুও এএসআই আবু কালাম আজাদকে ক্লোজ করা হয়েছে
623, কিন্তু টেস্টে বড় স্কোর হচ্ছিল না
624, অবশ্যই খুব ভালো লাগছে
625, টেস্ট ক্রিকেটই সবচেয়ে গুরুত্বপূর্ণ সংস্করণ
626, সেটাই আমি চ্যালেঞ্জ হিসেবে নিয়েছি
627, চাপটা আমি নিজেই নিয়েছি
628, ১৬ রান করে ফিরে গেছেন ওপেনার রাজেন্দ্র চন্দ্রিকা
629, ভারতের চেয়ে এখনো ৪০৯ রানে পিছিয়ে আছে ক্যারিবীয়রা
630, ফলোঅন এড়াতে করতে হবে আরও ২১০
631, তিনি আউট হয়ে গেছেন ৭৪ রানে
632, ৪১ রানে ৪ উইকেট পেয়েছেন এই পেসার
633,দুদকের পক্ষে ছিলেন আইনজীবী সৈয়দ মামুন মাহবুব
634, ফলে তদন্ত চলতে আইনগত কোনো বাধা নেই
635, পাসের হারে ছেলেদের চেয়ে এবারও মেয়েরা এগিয়ে রয়েছেন
636, পাস করেছেন ৮৭ হাজার ৭২০ জন
637, পাসের হার ৭৮ দশমিক ৫৫ শতাংশ
638, গতবার এই হার ছিল ৭৭ দশমিক ৬৯ শতাংশ
639, এর মধ্যে ছেলে ৩ হাজার ৯৮৩ ও মেয়ে ৩ হাজার ৬৫৮ জন
640, গতবার জিপিএ-৫ পেয়েছিলেন ৭ হাজার ৬৬৬ জন
641, এর মধ্যে ছেলে ৩ হাজার ৮৫০ আর মেয়ে ৩ হাজার ৮১৬ জন
642, অভিভাবকদের সচেতনতা বাড়ছে
643, একাডেমিক ক্যালেন্ডার করছেন
644,"’ তাঁর ধারণা, এসব কারণেই পাসের হার বাড়ছে"
645, পড়াশোনায় বেশি মনোযোগ দিতে পারে
646, প্রতিযোগিতামূলক পরীক্ষায় টিকতে পারছে না
647, এ জন্যই জিপিএ-৫-এর সংখ্যা হয়তো একটু কমেছে
648, সদস্যসচিব থাকবেন জেলার পশুপালন অধিকর্তা
649, সেই লক্ষ্যে ইতিমধ্যে কাজও শুরু করেছে জেলা প্রশাসন
650,প্রথমেই নির্জলা সংবাদটা বলে ফেলা যাক
651," ব্যস, এটুকুতেই শেষ হয়ে যেতে পারত এ খবরটি"
652,বিজয়ীর নামটাই ঝামেলা বাধিয়ে দিয়েছে
653, ভেবেছিলেন এবার শুধু অবসর নেওয়াটাই বাকি
654, সে তুলনায় কালকের জয় তো মামুলি
655," এই যে পরিবর্তন, এটা নাটকীয়"
656,’এ শিরোপাটা আলাদা করেই রাখছেন ফেদেরার
657, পুরো প্রতিযোগিতায় কোনো সেটে হারেননি
658," অস্ট্রেলিয়ায় যতটা অবাক হয়েছিলাম, ততটা হইনি"
659,মাননীয় প্রধানমন্ত্রী বাজিয়ে দিলেন রণ-তূর্য
660, আর দন্তহীন আজ্ঞাবহ নির্বাচন কমিশন তো থাকছেই
661, এ জন্য সবাইকে আন্তরিকভাবে কাজ করতে হবে
662, সে তো আরও মজা
663," বলিহারি, ‘লেভেল প্লেয়িং ফিল্ড’"
664, সমঝোতার আর কোনো পথ খোলা থাকল না
665," অর্থাৎ সংসদ নেতা আগেই জানিয়ে দিলেন, নৈবচ নৈবচ"
666,আরও পড়ুন.... বিএনপি শেষ পর্যন্ত নির্বাচনে আসবে
667, তাঁর বাড়ি উপজেলার জগাতলা গ্রামে
668, বিষয়টি নিয়ে তাঁদের সঙ্গে বিরোধ চলছিল
669,"রাজিয়া খাতুনের দাবি, রাতে কেউ তাঁকে হত্যা করেছে"
670," অন্যথায়, বিশ্ববিদ্যালয় আইনের দ্বারস্থ হতে বাধ্য"
671,আমাদের দেশে ঘুণে ধরা শিক্ষার চলনবলন
672, তাই সবাইকেই থাকতে হয় শিক্ষাক্ষেত্রে সচল
673, আর এভাবেই তো তিল থেকে তাল হয়
674,  sajal_c@yahoo.com
675, ১৪২ পর্যন্ত আসতেই তাই তাঁদেরও ৫ উইকেট নেই
676, যাদের বিপক্ষে ১২ ইনিংসে তাঁর ৭৯৭ রান
677, পুরো টেস্টে একই চিত্র
678, নতুন করে পাস করেছে ৪৪ শিক্ষার্থী
679, এ নিয়ে এ বোর্ডে মোট পাস করেছে ৭৩ হাজার ২৬৫ জন
680, অন্যান্য বারের তুলনায় এবার বেশি ভুল-ত্রুটি হয়েছে
681, সবচেয়ে বেশি আবেদন জমা পড়ে গণিত বিষয়েরে জন্য
682, এ বিষয়ে ৪ হাজার ২৮৬টি আবেদন জমা পড়ে
683, এবার খালি মাঠে গোল দিতে দেব না
684, কিন্তু তাঁর স্বামী অপুর অভিজ্ঞতা নতুন
685, আর মাহি ছিলেন রোমাঞ্চিত
686, তবে এটাই শেষ নয়
687, আপাতত এ দুটি অনুষ্ঠানের খবরই দিলেন মাহিয়া মাহি
688, পরে অবশ্য আমার উপহার দেওয়া পাঞ্জাবিটাই পরেছিল
689, চিকিৎসাসেবা বন্ধ থাকায় দুর্ভোগে পড়েছেন রোগীরা
690, পরে মানববন্ধন করেন
691, বহির্বিভাগ বন্ধ থাকায় রোগীরা দুর্ভোগে পড়ছেন
692, কিন্তু এতে সাড়া দেয়নি মিয়ানমার
693, আত্মরক্ষার্থে পুলিশও পাল্টা গুলি ছোড়ে
694, এতে গুলিবিদ্ধ হন লিটু
695, আমি আবেগ নিয়ন্ত্রণ করতে পারিনি
696, এর জন্য ক্ষমা চাইছি আমি
697, আমি খেলেছি—এমন সিরিজগুলোর মধ্যে অন্যতম সেরা
698, ভারতকে কৃতিত্ব দিতে হবে
699," অসাধারণ এক দল তারা, বিশেষ করে নিজেদের মাঠে"
700,’ সিরিজটি অস্ট্রেলিয়া হেরেছ ২-১ ব্যবধানে
701, তাদের এতটা চ্যালেঞ্জ জানাতে পেরে আমি গর্বিত
702, অনেক মানুষই আমাদের সিরিজ শুরুর আগেই উড়িয়ে দিয়েছিল
703," তারা বলেছিল, আমরা ৪-০-তে হোয়াইটওয়াশ হব"
704, গতকাল শনিবার এই ঘটনা ঘটে
705,মান্নাদাকে বাবার মতো শ্রদ্ধা করতাম
706," তিনিও আমাকে কন্যার মতো ভালোবাসতেন, আদর করতেন"
707, মান্নাদা বরাবরই ক্লাসিক্যাল গান বেশি পছন্দ করতেন
708, আমারও তা পছন্দ ছিল
709, সেই কারণে মান্নাদার প্রিয়পাত্র হয়ে উঠেছিলাম
710, তাঁর অনেক গান গেয়েছি
711, দ্বৈতকণ্ঠেও গান গেয়েছি
712, তাঁর সুরারোপিত বহু গান গেয়েছি
713, একবার আমার সুর করা একটি গানেও কণ্ঠ দিয়েছিলেন তিনি
714, এখনো আমার স্মৃতিতে ভেসে উঠছে অতীত দিনের নানা কথা
715,১৯৭২ সালের কথা
716, তখনই প্রথম পরিচয় হয় মান্না দের সঙ্গে
717, তখন থেকেই মান্নাদার ভক্ত হয়ে যাই
718, পাই তাঁর আশীর্বাদ
719,মান্নাদা ছিলেন বিরাট মাপের শিল্পী
720, সংগীতের মহিরুহ
721, তার গভীরতা পরিমাপ করা যায় না
722, ছিলেন বড় হূদয়ের মানুষ
723, কিন্তু এক মুহুর্তের জন্যও ভুলতে পারেননি কলকাতাকে
724, কলকাতায় তাঁর জন্ম
725, কলকাতায় বেড়ে ওঠা
726, সংগীতের হাতেখড়ি
727, তাই মুম্বাইয়ে থাকলেও মন পড়ে থাকত কলকাতায়
728, ডাক পেলেই আসতেন
729, আমার বাসায়ও এসেছেন
730, কলকাতায় এলেই ডুবে থাকতেন বাঙালি খাবারে
731, পছন্দও করতেন বাঙালি বেশভূষা
732,মান্নাদা বহু ভাষায় গান গেয়েছেন
733, তিনি স্বচ্ছন্দে বাংলায় কথা বলতেন
734, ভালো রবীন্দ্রসংগীত গাইতেন
735,আজ মান্নাদা নেই
736, সব কিছুই ফাঁকা লাগছে
737, সারা মনজুড়ে তাড়িয়ে বেড়াচ্ছে তাঁর নানা স্মৃতি
738, কিন্তু তা আর করা হলো না
739, মান্নাদাকে শেষ দেখা দেখতে পারল না কলকাতাবাসী
740, জানাতে পারল না শেষ শ্রদ্ধা
741, দিতে পারল না তাঁর নশ্বর দেহে ফুল-মালা
742," এ দুঃখ, এ লজ্জা ঢাকব কী করে?"
743, প্রধানমন্ত্রী ওর ব্যাপারে খুবই আন্তরিক
744, সব খোঁজখবর নিলেন
745, তোমরা তো আমাদের দেশের সম্পদ
746, আমরা তাঁর দীর্ঘায়ু কামনা করছি
747, সেখানে একটি অনুষ্ঠান ছিল
748, ট্রেনেই অসুস্থ হয়ে পড়েন তিনি
749," রেডিও, টেলিভিশন, চলচ্চিত্রে নিয়মিত গাইছেন এখনো"
750, সংগীতে অবদানের জন্য এ বছর একুশে পদক পান তিনি
751,তীব্র দাবদাহে জ্বলছে কলকাতা
752, বৃষ্টি নেই
753, প্রচণ্ড গরমে জীবন হাঁসফাঁস
754, এতে শুরু হয়েছে তীব্র তাপপ্রবাহ বা দাবদাহ
755, বিশেষ করে গ্রামীণ এলাকায়
756, শিশুরা সবচেয়ে বেশি ভোগান্তির শিকার হচ্ছে
757, কিছুই খায়নি
758, বৃষ্টি হয়নি
759, প্রচণ্ড দাবদাহে জ্বলেছে বিভিন্ন গ্রাম
760, বিধ্বস্ত হয় বহু কাঁচা ঘরবাড়ি ও গাছপালা
761, বিভিন্ন ফসলের ব্যাপক ক্ষয়ক্ষতি হয়েছে
762, এতে ঘরের নিচে চাপা পড়ে রইছ উদ্দিন গুরুতর আহত হন
763, এ বোরো ধানের ব্যাপক ক্ষতি হয়
764, পারলে তিনিই পারবেন
765,মো. আরিফঢাকা
766, বক্তব্যের শেষ দিকে তিনি বাংলায় কথা বলেন
767, বাংলা নববর্ষের শুভেচ্ছাও জানান
768,মিলনায়তনে ঢোকার আগেই ভেসে আসে বাংলা গানের সুর
769, একটু খটকা লাগল
770," কারণ, অনুষ্ঠানটির নাম ‘চার্ম অব কোরিয়া’"
771, তবে তার ব্যত্যয় ঘটেনি
772, উং সান মঞ্চ উঠতেই করতালিতে ফেটে পড়ে মিলনায়তন
773, সুরের জালে বন্দী করেন দর্শকদের
774, কোরিয়ান এই সংগীতশিল্পী ১১টি গান করেন
775,সিরাজুল হক বাসায় সকালের নাশতা করেন খুব কম
776, পুরান ঢাকার খাবারের ঐতিহ্য নতুন নয়
777, রেস্তোরাঁটির বয়স ৫৮ বছর
778," রুটি, পরোটা আর ভাজিটাই বেশি চলে"
779,’ তাঁদের পাঁচফোড়নের খিচুড়ির ভক্তও অনেকে
780," এ ছাড়া হালুয়া, ডাল, ডিমও পাওয়া যায় সকালের নাশতায়"
781, সঙ্গে বাড়তি রয়েছে নানা স্বাদের মিষ্টি
782, ২৭ থেকে ৫০ টাকায় একজনের নাশতা হয়ে যায়
783, তবে এ খাবারগুলো সব সময়ই পাওয়া যায়
784, স্থানীয় ব্যক্তিদের কাছে বেশ জনপ্রিয়
785," তিনি বলেন, দোকানের বয়স প্রায় ৯০ বছর হবে"
786, সকালে নাশতা খেতে অনেকেই আসেন
787," এখানে পাওয়া যাবে লুচি, ডাল, ডিমের মামলেট আর চা"
788, ১৪ থেকে ৩৫ টাকায় একজনের খাওয়া হয়ে যাবে
789, নয়টা থেকে ভিড় বেড়ে যায়
790, গোলাম মাওলা ১০ বছর ধরে এ দোকানে আসেন
791," বললেন, ‘এখানেই খাওয়া পড়ে বেশি"
792, এটিও নর্থব্রুক হল রোডে অবস্থিত
793, নিজে ১৭ বছর ধরে এখানে নাশতা করেন
794, তাই ভিনদেশি স্বজনকেও সেখানে নিয়ে এসেছেন
795," বললেন, ‘এখানকার ডাইল-গোশতের তুলনা নাই"
796, সময়মতো না গেলে অনেক খাবারই পাওয়া যায় না
797, অনেক খাবারই ততক্ষণে শেষ হয়ে গেছে
798, প্রতি শুক্রবার পাওয়া যায় স্পেশাল তেহারি
799,তারকার অভাব ব্রাজিল দলে কখনোই ছিল না
800," সে আমার আশা, সে ব্রাজিলের আশা"
801, ওই টুর্নামেন্টের সেরা খেলোয়াড় হয়েছিলেন তিনি
802,"প্রবল ঝোড়ো হাওয়ার ঝাপটা, সঙ্গে বৃষ্টি"
803, শুরু হয়েছিল বুধবার মধ্যরাতে হঠাৎ
804, তার রেশ বৃহস্পতিবার সকালেও
805, শুকনো ধুলো গলে হলো কাদা
806, খানাখন্দে জমে থাকল ঘোলা পানি
807," সারা শহরের যে দৃশ্য, বইমেলাও তার চেয়ে আলাদা নয়"
808, তবে স্থাপনার তেমন কোনো ক্ষতি হয়নি
809, মেলার অবকাঠামো বেশ শক্তপোক্ত করেই তৈরি করা হয়েছে
810, তাঁদের ক্ষতি হয়নি
811, স্ত্রী লেখিকা আনোয়ারা সৈয়দ হকও তাঁর সঙ্গে ছিলেন
812, লেখালেখি সারা জীবনের কাজ
813," এটা খণ্ডকালীন কাজ নয়, অবসরের কাজও নয়"
814, সাহিত্য নদীর মতো
815, শুধু মৌসুমভিত্তিক লেখালেখি করলে হবে না
816, এ কারণেই মান উন্নত হচ্ছে না
817, এ ছাড়া এসেছে একটি প্রবন্ধ ও একটি কবিতার বই
